,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
531420,1.1323798547392153e-15,8.057939639826469e-16,6.005708245176686e-16,5.846615465050646e-16,6.505649685784843e-16,6.153748588126709e-16,5.818827041619474e-16,5.68295374497125e-16,6.09466358367685e-16,6.019921364781222e-16,5.953152640942278e-16,5.904889048005808e-16,5.904860583135704e-16,5.958205929165543e-16,5.906167299399293e-16,5.879190789132313e-16,5.853474243256716e-16,5.851757870633267e-16,5.981512874137758e-16,5.97473390921035e-16,5.96697042237195e-16,5.957968613190643e-16,5.958084050367043e-16,5.933694989098383e-16,5.938880206942487e-16,5.934562929305333e-16,5.93070561199716e-16,5.688962323675466e-16,5.697208191693365e-16,5.703036395032102e-16,5.98540672829596e-16,5.985947766344958e-16,5.981335739344937e-16,5.980380067783616e-16,5.885266488537337e-16,5.879635305553891e-16,5.8801439409254e-16,5.880673134833778e-16,5.878759676369864e-16,5.865482226216915e-16,5.857964438133618e-16,5.856854539373136e-16,5.857097657905389e-16,5.857846304491609e-16,5.858117244917888e-16,5.811218500962846e-16,5.818835924994968e-16,5.819960604431655e-16,5.710019964016213e-16,5.712215921237832e-16,5.709402360952225e-16,5.71025468749342e-16,6.051096565966878e-16,6.048753291040192e-16,6.05046119994584e-16,6.046559235590542e-16,6.045673881772833e-16,6.045948496130112e-16,6.046420769878671e-16,5.758087532043499e-16,5.761081556566459e-16,5.763362488205565e-16,5.82879930478574e-16,5.840822946779485e-16,5.839473512689409e-16,5.836017546291268e-16,5.834909505257779e-16,5.668247915644848e-16,5.669802330559805e-16,5.670350108869309e-16,5.670291490578937e-16,6.059414042872121e-16,6.061669166471749e-16,6.0652804975816145e-16,5.85204571318311e-16,5.840990565979841e-16,5.836117222087186e-16
531430,8.175610799119733e-18,7.150269116843006e-18,6.473307424808983e-18,6.406729790357599e-18,7.061461625104557e-18,6.913005633096091e-18,6.789265191785335e-18,6.724627838312495e-18,8.022236873332627e-18,7.982238299211592e-18,7.956150723489648e-18,7.931664202423506e-18,7.931648621706937e-18,7.722875912400402e-18,7.685185413107438e-18,7.672906360844618e-18,7.659992760537948e-18,7.659110072537853e-18,7.613099992910056e-18,7.609055363957683e-18,7.605051494504667e-18,7.600379300461856e-18,7.600333562660229e-18,7.573737346181261e-18,7.580955056765148e-18,7.57744169371107e-18,7.57523535814981e-18,7.087155006253956e-18,7.093555821234285e-18,7.09797496382715e-18,7.596471774542805e-18,7.594743784804485e-18,7.590668756756483e-18,7.58961847874567e-18,7.499802791026015e-18,7.494942864739614e-18,7.49382469436887e-18,7.493651566404259e-18,7.49227899797677e-18,7.49180317751696e-18,7.485851337253909e-18,7.485251711186932e-18,7.486010106557408e-18,7.486831152983806e-18,7.486947415044614e-18,7.548925544437529e-18,7.554979882056396e-18,7.555800235131995e-18,7.289427749717371e-18,7.292251685631748e-18,7.289188833602756e-18,7.289338800315193e-18,7.736058254337073e-18,7.732951679270565e-18,7.733352553817704e-18,7.72983077118025e-18,7.729467928965914e-18,7.729900472169049e-18,7.730218899457415e-18,7.26262474328943e-18,7.263948850916662e-18,7.265378608665516e-18,7.344380424647956e-18,7.353634846908384e-18,7.352326617620414e-18,7.349246015713379e-18,7.348315080579784e-18,7.183767662321519e-18,7.185565751434546e-18,7.186394699778326e-18,7.186375323722353e-18,7.877126768141835e-18,7.880046449426583e-18,7.882383833848826e-18,7.585830102828823e-18,7.575865401189511e-18,7.57229913767991e-18
531440,3.192263663112214e-19,2.759977708747832e-19,2.6125130901950345e-19,2.5889521101257977e-19,2.8755600105455404e-19,2.8094291736072686e-19,2.787060384000044e-19,2.76181379021141e-19,3.0336608348134136e-19,3.0115944847762523e-19,3.007231459531774e-19,2.9962323768167927e-19,2.996225148491093e-19,2.9936524801591775e-19,2.968653917921975e-19,2.9643685081144245e-19,2.9583627794486685e-19,2.9579355340993616e-19,2.997759103216177e-19,2.996315752846272e-19,2.9947388299215867e-19,2.9930009779689835e-19,2.993014560494042e-19,2.9811390477806517e-19,2.988086042358378e-19,2.9855013912049737e-19,2.9841540121992515e-19,2.8564767993238143e-19,2.861190010321216e-19,2.8644757629621423e-19,3.014974609956925e-19,3.012597905456659e-19,3.0093002187077664e-19,3.0082998170568074e-19,2.962245653119666e-19,2.9596234189597517e-19,2.957919622990262e-19,2.957068914389325e-19,2.955894107071938e-19,2.9619748407997975e-19,2.9576032378616563e-19,2.9577287238346446e-19,2.958933681237386e-19,2.9600547349878297e-19,2.960298246614181e-19,2.938800132043059e-19,2.9429366134140368e-19,2.9434313198622294e-19,2.880088152562269e-19,2.882782057536235e-19,2.8802364225731665e-19,2.88015307304259e-19,3.0545990641361026e-19,3.0523078248526606e-19,3.052356937916233e-19,3.0494763404714067e-19,3.0490687039575394e-19,3.0493083765775677e-19,3.049463385607267e-19,2.8919803472355372e-19,2.8926620453224353e-19,2.8934780813542726e-19,2.9216116708106126e-19,2.9277810360887203e-19,2.926881450761254e-19,2.924395878828539e-19,2.923641531481063e-19,2.852685445795633e-19,2.8538247775992117e-19,2.8548839167405255e-19,2.8549401460441323e-19,3.0589799861962973e-19,3.061204185692127e-19,3.0624727005503905e-19,2.955512512841101e-19,2.9483088192038616e-19,2.945761727328348e-19
541220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73509232816549e-41,5.552639154373128e-41,5.853943093208283e-41,5.987051819388377e-48,1.8845557528569493e-62
541230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809029681306632e-51,1.385680781491359e-50,4.210125958864533e-40,4.768082186074968e-36,9.317520100069504e-37
54124.09c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590086010361322e-22,7.05100769372568e-21,7.173855950638664e-21,8.420192524546148e-21,2.3764997569705445e-21
541250,3.5339057272574395e-22,7.03859395347725e-21,7.319744691216225e-21,7.31048745574253e-21,4.6553282194896334e-20,3.386027652848288e-20,3.5963437664062854e-20,3.781777510956427e-20,1.4358414534807558e-20,1.6292609265287598e-20,1.665182479641976e-20,1.6811404554822072e-20,1.6811449432881972e-20,1.3643880775140835e-20,1.4052709113823656e-20,1.3984000086582637e-20,1.4049752106447838e-20,1.405072100812343e-20,1.1519549627076696e-20,1.1519729923770636e-20,1.1514765185944554e-20,1.1511905552663904e-20,1.151160458819e-20,1.1630942100984997e-20,1.1663832039893496e-20,1.1677409700418222e-20,1.1681019138744292e-20,1.5714421208693476e-20,1.5518212182883916e-20,1.5580082993484588e-20,1.531547598661669e-20,1.6040481407221026e-20,1.6076768993414504e-20,1.5895393769613284e-20,1.1633085894569657e-20,1.1276034880294315e-20,1.1272139865939747e-20,1.1271312046641832e-20,1.1271545385016966e-20,2.1804552225687258e-20,2.2733362253391158e-20,2.2430289712093238e-20,2.2446611441266888e-20,2.2304215804973123e-20,2.240874557220439e-20,2.338278272994198e-20,2.1514688219589772e-20,2.1572697866216144e-20,1.1889670267339844e-20,1.1322973433344147e-20,1.1304775490779744e-20,1.1305353044481319e-20,1.3277657870261855e-20,1.3965541073507027e-20,1.4249172142812318e-20,1.4359714262915545e-20,1.4281371879808018e-20,1.4288293753043963e-20,1.4313737571340306e-20,1.2041325173730504e-20,1.1310703177846894e-20,1.1317078145227086e-20,1.4633136073174865e-20,1.4793451062807615e-20,1.4973043882877237e-20,1.4827962622657685e-20,1.4647898480730162e-20,1.1610153384768912e-20,1.1074257484053614e-20,1.1045438905687348e-20,1.1041231204178092e-20,1.2144434411036033e-20,1.2427185365258743e-20,1.2501080404830886e-20,1.2117184131856115e-20,1.2479168941210223e-20,1.2404826034361113e-20
541251,1.869446155971077e-25,3.292380059175796e-24,3.422199586115083e-24,3.417845928958405e-24,4.311300067926153e-24,4.667657073586502e-24,4.661429083075175e-24,4.651250177577707e-24,6.0086484460222104e-24,6.1147007641423e-24,6.112778006384799e-24,6.109513813535537e-24,6.109511806910579e-24,5.763356547645436e-24,5.782532131424739e-24,5.779531051811514e-24,5.777739285416209e-24,5.7776744628087416e-24,5.375989072035597e-24,5.370009385120351e-24,5.367599055350482e-24,5.36648494877546e-24,5.3663487966756055e-24,5.369939921347937e-24,5.371225735797627e-24,5.372642549607735e-24,5.372647878246983e-24,5.112917976974184e-24,5.1051510307204776e-24,5.107372122011063e-24,5.402208895106202e-24,5.418946118688045e-24,5.415464908380702e-24,5.4156881635154434e-24,5.270598167115743e-24,5.24168233002396e-24,5.239885271895743e-24,5.239502281077369e-24,5.239617860805057e-24,5.526743159800742e-24,5.531556125787191e-24,5.531657154490824e-24,5.532053435680193e-24,5.531992238304507e-24,5.53184116936074e-24,5.529158121060585e-24,5.533942568949189e-24,5.536536753903076e-24,5.236418813675732e-24,5.22889065684193e-24,5.222008166177069e-24,5.222724174363199e-24,5.680389387821589e-24,5.680600545292313e-24,5.6807648134005626e-24,5.676846625687333e-24,5.676507478613367e-24,5.6766052361477906e-24,5.676595693127197e-24,5.052779030780877e-24,5.0492989262354074e-24,5.0515819869250464e-24,5.120617900189154e-24,5.137093770066356e-24,5.1333131780231214e-24,5.1305330085054835e-24,5.130076982566069e-24,4.962941138548702e-24,4.971024816438853e-24,4.9684449373837725e-24,4.967792945480854e-24,5.630827304470606e-24,5.631926156528365e-24,5.6394352630122395e-24,5.521641967841856e-24,5.5089394198712366e-24,5.5003886416926275e-24
54126.09c,4.631173032897832e-17,5.601255805738435e-13,2.4015952988069567e-12,2.6047206827930925e-12,2.6929113496289873e-12,1.6569636576328682e-12,1.8072198727734765e-12,1.928453609890462e-12,1.8775219144326834e-12,2.4673249875716663e-12,2.824339313824375e-12,2.9870594903581797e-12,2.9871038123572506e-12,2.975577661037362e-12,4.060636118843271e-12,3.916977453146074e-12,4.0792499653062805e-12,4.081866124448089e-12,4.068763933417117e-12,2.8510544155157694e-12,2.9396424813111647e-12,2.8049597200938307e-12,2.8018419834568882e-12,2.808279323435971e-12,3.7555955078475575e-12,4.0311265506096875e-12,4.125419878451255e-12,4.1312099302627105e-12,3.5109327588791815e-12,3.5553790460006706e-12,3.5623346994582215e-12,4.169294720698643e-12,4.2122718861295524e-12,4.0334749087087794e-12,4.022778249302325e-12,3.865386949203024e-12,3.884270073183919e-12,3.907902983271026e-12,3.88822350773524e-12,3.891618634898096e-12,3.6724206798681916e-12,3.5611082904642564e-12,3.566351202786163e-12,3.5176663966114084e-12,3.553506244686804e-12,3.556367645348023e-12,3.5869311365093666e-12,3.638527598519518e-12,3.641518474658614e-12,3.293065386605778e-12,2.910558969967075e-12,2.7707999151927667e-12,2.7682116814908597e-12,3.1861657990631856e-12,3.6983053835618145e-12,3.928560035025411e-12,3.785883602319149e-12,3.795134786718721e-12,3.84295729103762e-12,3.843675573536391e-12,3.759341245052891e-12,3.776292008863141e-12,3.773617527494566e-12,3.848016594480868e-12,4.213919906150602e-12,4.074845379454421e-12,3.89222967115063e-12,3.877922835985935e-12,3.471811429912582e-12,3.137191583037777e-12,3.089697037903657e-12,3.0864087397962736e-12,3.1763698013320956e-12,3.253312289395096e-12,3.2567652397211114e-12,3.293596896763673e-12,3.1656718263062826e-12
541270,2.269371958413439e-18,4.632168006807336e-15,2.5611924941051543e-14,2.8281522095199694e-14,7.656579388041077e-14,1.3085696378956576e-13,1.577943351862592e-13,1.6993645107894362e-13,1.085101545968356e-13,1.0741916654684979e-13,1.1459823992123568e-13,1.176073210416531e-13,1.1760946775566636e-13,1.1211414730795487e-13,9.895170487901346e-14,9.823354556140261e-14,9.969502462181261e-14,9.97719390841442e-14,9.264326325544781e-14,3.996164514727999e-14,4.1105866020364824e-14,4.045539046726168e-14,4.0447421461480844e-14,4.31872123291483e-14,8.080227146780643e-14,8.326812315436603e-14,8.402041898269166e-14,8.944121754838631e-14,1.0111485625824064e-13,1.0098507450388199e-13,9.819206067776606e-14,1.0859224659949201e-13,1.0835112118124623e-13,1.0707156609660704e-13,1.0314808115458524e-13,8.353471821878636e-14,8.450089455313442e-14,8.468814617506921e-14,8.469089769328221e-14,9.374545976909881e-14,9.685818751010131e-14,9.400570330612187e-14,9.435092499731992e-14,9.403828126573938e-14,9.425330171109442e-14,9.531379353054742e-14,9.966952959431697e-14,1.0148514685510681e-13,9.331683510118605e-14,6.036819214415241e-14,5.270527628004364e-14,5.1261572177072876e-14,5.313231065496512e-14,9.119696143095822e-14,1.0024926048184437e-13,1.0308650360319181e-13,1.0219476511561601e-13,1.0227472214770938e-13,1.0258962010398252e-13,1.0139713929253044e-13,6.829758905839379e-14,6.887294137636895e-14,7.05420705888943e-14,7.695706613857357e-14,8.329519243973438e-14,8.11599742536988e-14,7.950680209640393e-14,7.787038856611736e-14,6.92394952578038e-14,6.456065202949921e-14,6.374362022634986e-14,6.37234969605911e-14,6.045390957793369e-14,5.583043080506811e-14,5.543609973232809e-14,5.856371852794178e-14,5.22129169767929e-14
541271,1.8091381800577995e-22,7.386360271871557e-21,2.739676786046498e-20,2.956705670200678e-20,2.0067980497154946e-20,1.7624397524035135e-20,1.9187533082724606e-20,2.033619691993198e-20,1.5816935799956133e-20,2.002816942470833e-20,2.2897749742643713e-20,2.4204288732156392e-20,2.4204640790830952e-20,2.4040773992714457e-20,3.817010381414849e-20,3.692644188742002e-20,3.8351422517926225e-20,3.8374776816853145e-20,3.9717997956733754e-20,2.8073433428443635e-20,2.89172386730515e-20,2.763455627754578e-20,2.760488689687586e-20,3.064448389649187e-20,4.03956466459183e-20,4.3269000723079964e-20,4.425224568614842e-20,4.306804660970986e-20,3.628258203470885e-20,3.673375404044185e-20,4.0040869480102045e-20,4.6130391907946985e-20,4.660494338171957e-20,4.4624022678930635e-20,3.7007784115494584e-20,3.645384997237334e-20,3.663703256089177e-20,3.6854500747948184e-20,3.6673078651101114e-20,4.2618920114985966e-20,4.1077336650691154e-20,3.9885920207970724e-20,3.9943187830595444e-20,3.941729363820823e-20,3.98051970005602e-20,3.194110742309559e-20,3.114186329238318e-20,3.156031584957744e-20,3.533872123804113e-20,3.267168927326057e-20,2.8995636674775127e-20,2.76437602692924e-20,3.2829149038527314e-20,3.815555197446894e-20,4.414014015745484e-20,4.681029974814757e-20,4.5154720012482884e-20,4.526198668679713e-20,4.581665718628043e-20,3.965151878312082e-20,3.859190960691115e-20,3.875763041574833e-20,4.1136375869025634e-20,4.260132019146564e-20,4.6939221927522743e-20,4.5456123350008336e-20,4.349551366793648e-20,4.012747306894934e-20,3.6029474043702203e-20,3.256629670879459e-20,3.208591512420841e-20,3.5796218430041913e-20,3.6703881141102555e-20,3.7628153325824674e-20,3.9556928543144e-20,3.9485729618261987e-20,3.7152914498741456e-20
54128.09c,1.0625151532969152e-11,9.305361064695534e-08,3.7354180215599225e-07,4.0900421548761115e-07,4.090422783380856e-07,5.2938043417467e-07,6.380239927345091e-07,6.849722805664461e-07,6.855068477464909e-07,6.982056243125407e-07,7.310626232969944e-07,7.447179098023852e-07,7.447298363757877e-07,7.466853179918428e-07,7.621884868140387e-07,7.653509011970311e-07,7.699076169599899e-07,7.704365563521449e-07,7.708275538377124e-07,7.774724535382932e-07,7.798861584381167e-07,7.853084060156394e-07,7.856351031671926e-07,7.856662999574279e-07,7.758446264100053e-07,7.801329550534783e-07,7.81555072745732e-07,7.808920683521673e-07,7.846512202477413e-07,7.849741484863409e-07,7.854767883033937e-07,7.790283381526449e-07,7.769752944285201e-07,7.768237337624118e-07,7.759903474164002e-07,7.750822166814315e-07,7.721091925112463e-07,7.72101028638333e-07,7.732237809961937e-07,7.736569029315523e-07,7.793954183476089e-07,7.815803175098521e-07,7.839781831756389e-07,7.841753641557286e-07,7.840745755612275e-07,7.845196574242334e-07,7.842184446088751e-07,7.845275429708184e-07,7.839697264850042e-07,7.845059573453886e-07,7.813976473791065e-07,7.810410481545844e-07,7.81096571218032e-07,7.836309286467153e-07,7.874207325612285e-07,7.889961008275893e-07,7.898639964971485e-07,7.899553612613513e-07,7.898369433087399e-07,7.896932525176348e-07,7.857456502420856e-07,7.828674519760843e-07,7.830507309409231e-07,7.814350028086332e-07,7.815834844748198e-07,7.815081442503991e-07,7.810951957909523e-07,7.809866479921525e-07,7.78931227845063e-07,7.790733807547307e-07,7.789301341525641e-07,7.791018300828116e-07,7.797074681779954e-07,7.79292179521656e-07,7.791853398809683e-07,7.830877158006187e-07,7.821532249104403e-07
54129.09c,8.943523372256665e-16,2.4820702945009293e-10,1.970072893083208e-09,2.254936440720375e-09,2.272918603637228e-09,3.1810772551903767e-09,4.216484359348882e-09,4.704800023883602e-09,4.679455287462906e-09,4.907135828074556e-09,5.3089304016255455e-09,5.464105149930252e-09,5.464270377269402e-09,5.47630206866273e-09,5.70114260638888e-09,5.692905371497187e-09,5.7365169648127395e-09,5.743480794943805e-09,5.733545685442659e-09,5.70068414738475e-09,5.72681216702899e-09,5.789812702444446e-09,5.794614247394712e-09,5.809101146219478e-09,5.794897323845861e-09,5.861863818894959e-09,5.882609786450692e-09,5.8748647577565805e-09,5.923712681624423e-09,5.9274080267397425e-09,5.929317192865147e-09,5.9339752155763676e-09,5.92496742430466e-09,5.922318546736108e-09,5.919889474241709e-09,5.907345890671888e-09,5.8892923332180195e-09,5.898050294048727e-09,5.917585668816991e-09,5.916372495874332e-09,5.910243949831257e-09,5.902016536254081e-09,5.921993549071351e-09,5.917268566661522e-09,5.912857581589869e-09,5.914827316199086e-09,5.902469804723733e-09,5.90683629990871e-09,5.90655805082745e-09,5.968803850489428e-09,5.938794765005653e-09,5.933089404350736e-09,5.9367796033816026e-09,5.937920491381669e-09,5.953284452629841e-09,5.966351220709328e-09,5.975063627285018e-09,5.976446534311634e-09,5.974085586883538e-09,5.967716299873388e-09,5.9225972365505405e-09,5.930442847307597e-09,5.934290021055699e-09,5.958405916998418e-09,5.966919166852308e-09,5.980658336235864e-09,5.979287663741128e-09,5.9786124088861315e-09,5.950661561508251e-09,5.932637333191361e-09,5.928498108609046e-09,5.927181071880247e-09,5.9127752497480954e-09,5.916755497682812e-09,5.919176713382109e-09,5.989801608219921e-09,6.0188733440064744e-09
541291,2.0589847471842202e-16,3.480833500927123e-12,1.4489423024638997e-11,1.5890650893554357e-11,1.748880160920198e-11,2.4920273432509942e-11,3.013566132795526e-11,3.239484535592825e-11,3.005229215218692e-11,3.087462886883212e-11,3.237011219906439e-11,3.298801119850929e-11,3.2988538001592946e-11,3.424497205312815e-11,3.608527486148593e-11,3.623043706319986e-11,3.645004738772525e-11,3.647541979149569e-11,3.554591701873466e-11,3.49052996193996e-11,3.501772699744556e-11,3.5268324419604e-11,3.5283029960156595e-11,3.689033314854869e-11,3.8071621176687824e-11,3.829127201867456e-11,3.8363083690541574e-11,3.750563892795443e-11,3.712178277162448e-11,3.7135084280143015e-11,3.74750404713367e-11,3.7457694353475245e-11,3.7357618789842664e-11,3.735053906651634e-11,3.713853149579029e-11,3.6715341095825096e-11,3.656971918041471e-11,3.657290150941701e-11,3.662916981115733e-11,3.64411472790785e-11,3.684291782200336e-11,3.6948159951096135e-11,3.706474763825524e-11,3.70722468493393e-11,3.7066922071490895e-11,3.724685155366737e-11,3.7170981205707e-11,3.718722093157887e-11,3.709411159551632e-11,3.715824446347505e-11,3.700117916120633e-11,3.6985990925651564e-11,3.752408449499355e-11,3.8936754069938034e-11,3.9133769340743647e-11,3.9215045893009485e-11,3.9260219319166785e-11,3.926509549651764e-11,3.925924350821376e-11,3.8488768381016846e-11,3.653882987788602e-11,3.6402233939953986e-11,3.688764552291811e-11,3.786953713112445e-11,3.7879350208132474e-11,3.7874068616820844e-11,3.785333023099843e-11,3.774121188571694e-11,3.7159009790892827e-11,3.716001617520128e-11,3.7152862251517507e-11,3.713041562373903e-11,3.726556761585341e-11,3.723358590754562e-11,3.7393399788536366e-11,3.8840583736196677e-11,3.8838430339622805e-11
54130.09c,1.7613728102481e-10,2.1389319980127414e-07,7.78716023306736e-07,8.485493655971794e-07,8.4950790225631e-07,1.0308563945573658e-06,1.245311977320398e-06,1.3339342687154763e-06,1.3361573450921362e-06,1.3787852247541886e-06,1.4287412096112788e-06,1.4551799419134901e-06,1.4552028867682595e-06,1.4548574045710782e-06,1.482933938927232e-06,1.505090373849785e-06,1.5191893428001388e-06,1.520262656096847e-06,1.5206158538338354e-06,1.5182552800215874e-06,1.5226391474721242e-06,1.532059332213018e-06,1.5327107580821618e-06,1.5329839084727666e-06,1.5423434560282508e-06,1.5464206651978593e-06,1.5484178267999118e-06,1.547608673171888e-06,1.5462802647316492e-06,1.5456201580507162e-06,1.5464847733674377e-06,1.5452705704001265e-06,1.5473509313224423e-06,1.5489868088504036e-06,1.5487075126808413e-06,1.5491853635477615e-06,1.547577386820219e-06,1.5450019513013792e-06,1.5447337138217943e-06,1.544585552098518e-06,1.5482789283066734e-06,1.5501259147219041e-06,1.5525054251174903e-06,1.5541919254414593e-06,1.5551645006811942e-06,1.555258643919427e-06,1.5552505702392315e-06,1.5547872588061654e-06,1.5545651939908117e-06,1.5521839147217382e-06,1.5510511969138692e-06,1.5502139318060764e-06,1.5504942605408678e-06,1.5546250400498476e-06,1.553728427451131e-06,1.5544422548174678e-06,1.5547224376929345e-06,1.5552707115676973e-06,1.5553638915217991e-06,1.5552160352255204e-06,1.5515140527397626e-06,1.5514548933198105e-06,1.5515526031040944e-06,1.5508512192260238e-06,1.5513263355791291e-06,1.5510065962341308e-06,1.550800258406455e-06,1.5505742054571614e-06,1.5511203545123692e-06,1.5511451005926926e-06,1.5511916184247239e-06,1.551394546574817e-06,1.5515825734787774e-06,1.5499598936306767e-06,1.5498581161675974e-06,1.5482132458227821e-06,1.549096795002808e-06
54131.09c,3.6743019996569944e-07,4.705012347502862e-05,7.211503912987367e-05,7.362341809028446e-05,7.35545970295379e-05,7.599664534817488e-05,7.867435132004116e-05,7.956396413153214e-05,7.947740966018286e-05,8.037716523886908e-05,8.086532417438427e-05,8.103774164904208e-05,8.103777916920617e-05,8.100557651083228e-05,8.097821412736529e-05,8.126377057499174e-05,8.127539924715358e-05,8.12752188415397e-05,8.125323729858295e-05,8.145133760890764e-05,8.1625270994669e-05,8.169813541085373e-05,8.169855572849667e-05,8.172266247393812e-05,8.165958923514233e-05,8.155889428390396e-05,8.147815863037595e-05,8.148150519511477e-05,8.129759436507933e-05,8.129473629990412e-05,8.128237894828803e-05,8.147497427757249e-05,8.138454585153919e-05,8.139815724029657e-05,8.141054487454865e-05,8.137099106496438e-05,8.144452386183054e-05,8.137178267798009e-05,8.132213011655275e-05,8.131943634704679e-05,8.140311864064152e-05,8.155719889621661e-05,8.165509773307762e-05,8.169716407194574e-05,8.170550199967756e-05,8.169300421261575e-05,8.166825722874219e-05,8.161808671767132e-05,8.162399995680105e-05,8.136461074928474e-05,8.127951618184302e-05,8.128980408897668e-05,8.12704795406367e-05,8.127367493385725e-05,8.13933277349628e-05,8.143113496033807e-05,8.142414726442437e-05,8.139196450844782e-05,8.138942638944962e-05,8.141148227385994e-05,8.151501437528206e-05,8.151608857878492e-05,8.149865993336021e-05,8.144456432861074e-05,8.140226547193171e-05,8.141040215775523e-05,8.140230106274681e-05,8.140837957023786e-05,8.139918627012801e-05,8.14096096468015e-05,8.139933234885696e-05,8.13916244628299e-05,8.132258014031592e-05,8.124538322571467e-05,8.124785648845995e-05,8.118664956182263e-05,8.119694450228121e-05
541311,3.733720725761201e-09,4.27443823748295e-08,3.3372047012503054e-08,3.2618867346315015e-08,3.28311206558344e-08,3.797491072706579e-08,3.625322621780184e-08,3.5554234918147415e-08,3.566105011296014e-08,3.676697923959545e-08,3.642385508301313e-08,3.618356291401301e-08,3.618342540782061e-08,3.6193158442059e-08,3.652073486926984e-08,3.6381779914336696e-08,3.625391090057711e-08,3.624561834118041e-08,3.627915982972125e-08,3.656734406402181e-08,3.652201938471653e-08,3.647616471635234e-08,3.647655233414596e-08,3.646419722377073e-08,3.671459181613407e-08,3.670355629746703e-08,3.668532325657451e-08,3.664921017078237e-08,3.620385211550431e-08,3.6236647449951524e-08,3.626757898596836e-08,3.674885077686707e-08,3.671734017711885e-08,3.6714345990775134e-08,3.6699616383323266e-08,3.6477188926802854e-08,3.647545409936307e-08,3.647715644068844e-08,3.646874736509708e-08,3.646429281596881e-08,3.670186146858114e-08,3.6700108230927154e-08,3.67014918465179e-08,3.6704294921315146e-08,3.6705188675478193e-08,3.66980484782387e-08,3.6502040095324695e-08,3.6512991587054764e-08,3.650500609497664e-08,3.633921978545236e-08,3.630766455788869e-08,3.6315843674721596e-08,3.632926608441228e-08,3.679301735427771e-08,3.6797608748778645e-08,3.6768515371052475e-08,3.676228493052662e-08,3.676314968195886e-08,3.676524385069952e-08,3.675288696580409e-08,3.644017239265434e-08,3.646431708816459e-08,3.646558869472061e-08,3.6419654465114904e-08,3.6402338286227976e-08,3.637727612643593e-08,3.637100892955165e-08,3.636497297056267e-08,3.6338078588381765e-08,3.633851827590478e-08,3.6335350638124374e-08,3.6340781817346316e-08,3.660067189451836e-08,3.659221803655818e-08,3.658769428345695e-08,3.653535521732763e-08,3.652030278268733e-08
