,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
54132.09c,1.058421570308377e-06,9.1705832617978e-05,0.0001747855223660635,0.00018232327936265564,0.00018246704163721382,0.00020165259697545954,0.00022213117186524017,0.00022949584961392817,0.00022961817979985305,0.0002329192389492618,0.00023676412130077906,0.00023881659307224858,0.00023881807088352753,0.0002388475734397257,0.00024041223821716956,0.00024158381539063852,0.00024266722468276394,0.0002427391906769842,0.00024276646396610824,0.00024292833770059994,0.00024321448231760508,0.00024376435089030492,0.0002437971605830482,0.0002437622132155631,0.0002441722788442374,0.0002444312020383547,0.00024459361785334063,0.0002445748550964722,0.0002445727030891061,0.00024455802200952476,0.0002445820703641504,0.00024447759929731045,0.00024448288713012134,0.0002444485625418156,0.00024442888694269674,0.00024434814883166024,0.00024400921847500117,0.00024380052560518266,0.00024378800651597918,0.00024378872381836464,0.00024399803767410693,0.00024411915905149712,0.00024426516754192507,0.0002444290074068792,0.0002444940822698532,0.0002445032013760872,0.0002444143195585335,0.0002444594671362473,0.00024444775109429,0.00024458015231119273,0.0002445168703835714,0.00024448415551804717,0.00024451008438541204,0.0002446174023743483,0.0002444334124559469,0.0002442878642926687,0.00024420565384618764,0.00024418004903974084,0.00024414192744797147,0.0002441135113574178,0.00024386646598789603,0.00024384662223990387,0.00024386364554598692,0.00024386425770614662,0.00024387753268835614,0.00024378696251334706,0.0002437729281003114,0.00024376378365408417,0.0002438816289529899,0.00024399177729094587,0.00024402079540133213,0.00024403153073174937,0.00024412656345271038,0.00024413304806469388,0.00024412832725620556,0.00024416001349459834,0.0002440992945359394
54133.09c,1.7242425020165442e-06,2.7898285606105987e-06,2.1204329121986974e-06,2.0685010265776946e-06,2.188458489982018e-06,2.2298683273614785e-06,2.1174437275220626e-06,2.0733579978004134e-06,2.137544760331382e-06,2.1542996688795225e-06,2.1320523952964e-06,2.1169797998003368e-06,2.116971193156898e-06,2.1300300880204696e-06,2.1440889587057973e-06,2.1352517602761756e-06,2.1271940327597997e-06,2.1266714175791383e-06,2.15518581536311e-06,2.1802190522991424e-06,2.1775001003303177e-06,2.1745538010371105e-06,2.17458307689859e-06,2.1756331746095573e-06,2.1935464848021257e-06,2.1926521703217536e-06,2.191516354820032e-06,2.173565913618397e-06,2.137443673493751e-06,2.13928380734872e-06,2.1673625191577263e-06,2.229519765139526e-06,2.2279544977098438e-06,2.227789566938707e-06,2.223205358116564e-06,2.1987932176946884e-06,2.1990043916990707e-06,2.1992453282133737e-06,2.198754296522181e-06,2.200403241164534e-06,2.2128086278271237e-06,2.2124489904857093e-06,2.212399486051753e-06,2.2125054901665345e-06,2.212552990434483e-06,2.2116650912563397e-06,2.200300078497175e-06,2.200891001783238e-06,2.198690358436234e-06,2.181905202297562e-06,2.1805242619189036e-06,2.180955619766826e-06,2.1965764709257293e-06,2.273356085966147e-06,2.273760062070907e-06,2.2723367911234237e-06,2.2720219403404924e-06,2.2720839151691406e-06,2.2722235494449623e-06,2.2625747042565335e-06,2.2194578786476062e-06,2.2206598034840253e-06,2.2236057772656006e-06,2.2241037334262747e-06,2.2230728149926225e-06,2.2218433822114564e-06,2.2215090986090243e-06,2.2172128573461647e-06,2.1920323291030316e-06,2.191955030526654e-06,2.1918325131685545e-06,2.2017116905674857e-06,2.2844272260706e-06,2.285919900942366e-06,2.281959769220629e-06,2.2530929219088415e-06,2.251244014871929e-06
541331,1.1478052446021076e-08,1.2362969736416506e-08,9.91992089735788e-09,9.727849921149218e-09,1.072219316866477e-08,1.0696645361433706e-08,1.0296892133388404e-08,1.0136796524766816e-08,1.0534175127014647e-08,1.0593214371146962e-08,1.051106956573998e-08,1.0454126838817501e-08,1.0454094267372141e-08,1.0502937617126118e-08,1.0517961867369288e-08,1.0483969832636226e-08,1.0453362851928099e-08,1.045137567408717e-08,1.0824513945248667e-08,1.0860360198020783e-08,1.084948733030504e-08,1.0838563489824742e-08,1.0838694255489415e-08,1.0863214811167036e-08,1.0947897247477216e-08,1.0945476751986327e-08,1.0941393647990615e-08,1.0730149256952535e-08,1.059974048691033e-08,1.0607507982666038e-08,1.0823050940395276e-08,1.105265562787223e-08,1.1045657427536057e-08,1.104497611232498e-08,1.103651732896865e-08,1.0931224602395738e-08,1.0930808638108604e-08,1.093128860711712e-08,1.0929395629064037e-08,1.0883823416038475e-08,1.0904385105091272e-08,1.0903127702006702e-08,1.0903247097292677e-08,1.0903896885170913e-08,1.090415201688052e-08,1.0924244577326355e-08,1.0884177414633884e-08,1.0887403415636203e-08,1.0975242944365781e-08,1.0970168706724013e-08,1.0962509918339016e-08,1.0964328680887418e-08,1.1042957004893203e-08,1.131837131442549e-08,1.1319914095175483e-08,1.1312890453697356e-08,1.131133928613247e-08,1.1311536820889929e-08,1.131200664070739e-08,1.118915566838243e-08,1.0974938071495627e-08,1.0979968881692188e-08,1.102500055420449e-08,1.1059286765197809e-08,1.105423512331045e-08,1.1048414609770406e-08,1.1046954050960938e-08,1.0965179990344824e-08,1.0777380369752693e-08,1.0776502142546177e-08,1.0775901032139687e-08,1.0973695265989956e-08,1.15277398312427e-08,1.1535670283825263e-08,1.14650311348578e-08,1.1267664935614582e-08,1.1258310265886276e-08
54134.09c,3.6766573241555806e-06,0.00014885502929296073,0.0002568002338565378,0.00026568352948815364,0.0002659018421085718,0.0002872027646235074,0.0003096158457428358,0.0003176022244568969,0.0003177140219281765,0.00032188405285036404,0.00032609855349503456,0.00032828779362695964,0.0003282892797094949,0.0003283018077508515,0.0003298192693488378,0.0003312316441641623,0.00033232308124677914,0.000332394641528114,0.0003324334644664196,0.0003327974989780566,0.00033325261001456124,0.0003338525455486148,0.0003338810813340756,0.00033386997810400066,0.0003341960417041623,0.0003343241357392756,0.0003344088270768748,0.00033436521250520347,0.00033416377549165907,0.000334141873204611,0.00033419258580458884,0.0003343381975173503,0.00033427242092815663,0.0003342547481346582,0.00033423835425823857,0.00033409080220579186,0.0003338439399852217,0.0003335994014967076,0.00033355417693197066,0.00033355350026762707,0.0003338521910769987,0.00033410069484001413,0.00033431948938412927,0.0003344995327168729,0.00033456168874863515,0.0003345551288950018,0.0003344346319767294,0.0003344281051913754,0.0003344160521251813,0.00033428180088648633,0.0003341445856896017,0.00033412100213951735,0.0003341575329832273,0.0003343161688672139,0.00033425529526905166,0.0003341669546630579,0.00033408611447517287,0.00033403370343115953,0.00033399339201153146,0.00033396603562042186,0.00033378476423892816,0.00033376782833277965,0.0003337731836551707,0.0003337109959659633,0.00033367253971056685,0.0003336007452495017,0.00033358486725468755,0.0003335715130195523,0.0003336516746390034,0.0003337610626557955,0.0003337770513742641,0.00033380408086829886,0.0003339052280768139,0.0003338348110127145,0.0003338215726884495,0.00033378093845122384,0.0003337470564655346
541341,9.714398054193678e-15,1.65387109544212e-14,1.505546587362588e-14,1.4899832619209874e-14,1.64677260444446e-14,1.7107242467907573e-14,1.677693197736346e-14,1.6628927854220516e-14,1.7586977798671633e-14,1.7767937544011312e-14,1.7700891623651868e-14,1.7651999283997246e-14,1.765196969505295e-14,1.7653829395378024e-14,1.7613457054352147e-14,1.7582444706283628e-14,1.7556092727882348e-14,1.7554457411654035e-14,1.818096870623794e-14,1.8160646357611375e-14,1.8147549846791786e-14,1.813627939032159e-14,1.8135968042398957e-14,1.787915707841867e-14,1.788605591383449e-14,1.788698368157699e-14,1.788369948698721e-14,1.7315359264500232e-14,1.7307379185847358e-14,1.731727007123498e-14,1.8141965133881893e-14,1.819337302901984e-14,1.818164712826473e-14,1.8181402740451564e-14,1.7793394534029484e-14,1.7711057250751123e-14,1.7707612464808806e-14,1.770774986947941e-14,1.770677798857082e-14,1.7776844597834755e-14,1.7786660447370597e-14,1.778575950936059e-14,1.778614712154515e-14,1.7786026218512194e-14,1.7785696999820734e-14,1.7539260763120223e-14,1.7560411096951023e-14,1.756758052857156e-14,1.7285487367864053e-14,1.726189418388337e-14,1.724280521021053e-14,1.7245692490446e-14,1.8357435545122662e-14,1.83603319729096e-14,1.8361690369140123e-14,1.8349293736974816e-14,1.834746330727688e-14,1.8347720817883962e-14,1.8348071243962637e-14,1.749592537757846e-14,1.7488100118605787e-14,1.749645821448639e-14,1.764059050452872e-14,1.768723868198889e-14,1.7675030196613403e-14,1.7665451125517508e-14,1.7663630880691648e-14,1.7151984321361925e-14,1.7173318204170957e-14,1.7168331051388604e-14,1.7166501485630734e-14,1.8299891393598888e-14,1.8315500154475683e-14,1.833122815033924e-14,1.764130601126704e-14,1.7598380491355823e-14,1.7581486510970666e-14
54135.09c,5.304732324905034e-08,4.418160729365549e-08,3.410957280443967e-08,3.331865038256183e-08,3.311338539642926e-08,3.221651468984765e-08,3.069005436458036e-08,3.0085361629818826e-08,2.9776776126973846e-08,2.9645062997530074e-08,2.936159239668244e-08,2.9167031040640944e-08,2.9166917110251773e-08,2.9108406318613682e-08,2.8909869064618784e-08,2.8796960582711294e-08,2.8693885474794275e-08,2.8687127717389732e-08,2.9485356724790903e-08,2.9458539853350617e-08,2.942401803398795e-08,2.9386335324399104e-08,2.938657465512131e-08,2.8761281647563943e-08,2.8768348772964153e-08,2.8756752299684347e-08,2.8742604500861243e-08,2.9143528978697437e-08,2.9165019904806937e-08,2.9189168202809213e-08,2.9445384275007342e-08,2.9477365222672442e-08,2.94576013761077e-08,2.9455402040465984e-08,2.891578173836837e-08,2.8847729439126812e-08,2.8849626200788806e-08,2.8852682652932844e-08,2.8846614458458816e-08,2.9371596948041305e-08,2.9358632877479044e-08,2.9353893056823068e-08,2.9353490309660775e-08,2.9354746483252224e-08,2.935526808307315e-08,2.881160338209139e-08,2.884521664279136e-08,2.8853232159521313e-08,2.8749903898228163e-08,2.8738619716258066e-08,2.871917911669853e-08,2.872432164456562e-08,2.9360063009086248e-08,2.9354485021260022e-08,2.9361367487697674e-08,2.9343355063739266e-08,2.9339544682498462e-08,2.9340347484132095e-08,2.9342052008330373e-08,2.9096684479947302e-08,2.9097600854051533e-08,2.9110590186867426e-08,2.8927384118620732e-08,2.8997078865538523e-08,2.8985560587788043e-08,2.8969952375152122e-08,2.8965702801078287e-08,2.8884437798518857e-08,2.8890284433739245e-08,2.888775780270887e-08,2.888627339838285e-08,2.9314211328383535e-08,2.937376919570293e-08,2.9395532710077544e-08,2.897384038792272e-08,2.8878182450371326e-08,2.8853149077622422e-08
541351,7.090183440922218e-10,6.663853757788795e-10,5.344521565556653e-10,5.237596871152228e-10,5.809296341655553e-10,5.751827651147381e-10,5.521057720791925e-10,5.428449364901378e-10,5.764565650326004e-10,5.762261539962427e-10,5.716052999970999e-10,5.684256042821373e-10,5.68423736829026e-10,5.711193913786775e-10,5.68132699596125e-10,5.662494579764331e-10,5.645524243409334e-10,5.644421498259274e-10,5.815287534998049e-10,5.807783182322283e-10,5.801705848522656e-10,5.795344097318077e-10,5.795349847552255e-10,5.738625674716302e-10,5.740700143545206e-10,5.739159835186912e-10,5.736849854338492e-10,5.533426256475859e-10,5.536005041419491e-10,5.540162009890229e-10,5.806993504458512e-10,5.815780991833533e-10,5.811959743972029e-10,5.811653970637187e-10,5.700373600653411e-10,5.683465111279795e-10,5.683458585912236e-10,5.683925240689254e-10,5.682997763025475e-10,5.688530268575809e-10,5.687049114173694e-10,5.686295117330362e-10,5.686248160771665e-10,5.686387084199596e-10,5.686425095220255e-10,5.621773704504714e-10,5.629071852324167e-10,5.630860029435217e-10,5.53475203034893e-10,5.53119927761516e-10,5.526811933438783e-10,5.527789983522605e-10,5.87237333009761e-10,5.87105144199136e-10,5.872153268666014e-10,5.868476057073952e-10,5.867771415807766e-10,5.867906718577668e-10,5.86818150578797e-10,5.595355717956186e-10,5.595531000637116e-10,5.598093764813445e-10,5.652608499490984e-10,5.666288834923249e-10,5.663575641941098e-10,5.660549749408453e-10,5.659800045566268e-10,5.496716468622946e-10,5.500333253745781e-10,5.499525256477125e-10,5.499154448460498e-10,5.862896089401332e-10,5.8696175059672e-10,5.874037428497859e-10,5.664785975946104e-10,5.649538945347181e-10,5.644452563219171e-10
54136.09c,5.1349332289765074e-06,0.00022301294941260878,0.00038937113742499186,0.0004031717471909597,0.0004035491905157973,0.0004404831122671438,0.00048034032224742633,0.0004948123705812757,0.0004950099143966159,0.0005023415221387415,0.0005099597753795448,0.000514047712325197,0.0005140504771911612,0.0005140695012976947,0.0005167992284147266,0.0005193857626489254,0.0005214471498381245,0.0005215845759447314,0.0005216469563244419,0.0005222816948282617,0.000523104319993169,0.0005241996385939478,0.0005242486984703759,0.0005242335238001908,0.0005248356564877682,0.0005250714306395117,0.0005252357057110058,0.0005251581838587454,0.0005248031270248593,0.000524770949301361,0.0005248582113358825,0.0005251170775003211,0.0005250026829564268,0.0005249915596784471,0.0005249678021349006,0.0005247355081869265,0.0005243099974501857,0.0005238856841149518,0.0005238230560962042,0.0005238196071279163,0.0005243578308524552,0.0005248044890310915,0.0005251799313713266,0.0005255011447804923,0.0005256100589592613,0.0005256012715853919,0.0005253816287965126,0.0005253688576848513,0.0005253486860945331,0.0005251182831416243,0.0005248757223692209,0.0005248371120431812,0.0005248971990686838,0.0005251543639887829,0.0005250459311166006,0.0005249244497006161,0.0005248125523707012,0.0005247280762390523,0.0005246474345346256,0.0005246011183040683,0.0005242823213442655,0.0005242522513716379,0.0005242617680073997,0.000524130900788552,0.0005240430980546131,0.0005239161094892791,0.0005238942553636109,0.0005238727433773378,0.0005240459531219131,0.0005242517561248185,0.0005242823068136774,0.0005243264140668871,0.0005244881047856969,0.0005243551818576947,0.0005243342585893149,0.0005242739636395286,0.000524225755877531
541370,1.352255055876192e-09,1.0785032445529168e-09,8.185304394916736e-10,7.983799051872176e-10,8.873496732323619e-10,8.576137381656055e-10,8.139842113775687e-10,7.968553930379993e-10,8.48299409167129e-10,8.430428312713189e-10,8.343285837278485e-10,8.283901141076002e-10,8.283866446810116e-10,8.34733552652974e-10,8.290780326310776e-10,8.256169158941118e-10,8.224537485161712e-10,8.222460157964929e-10,8.445769414989781e-10,8.434994197157304e-10,8.42462527061407e-10,8.413129263253336e-10,8.413222715284467e-10,8.352041688648852e-10,8.355544060140049e-10,8.351767801534417e-10,8.347356095017656e-10,8.033305589786145e-10,8.040300067925956e-10,8.047159106060505e-10,8.437603726390018e-10,8.445874383635193e-10,8.440249513999977e-10,8.439580604029805e-10,8.288619400106854e-10,8.271445472113261e-10,8.272318335916134e-10,8.273330926775195e-10,8.271462036720058e-10,8.26522199271678e-10,8.259639666696138e-10,8.258159899825331e-10,8.257964399011208e-10,8.258329963216504e-10,8.258504362175346e-10,8.1764965047996e-10,8.187055412560644e-10,8.189216547109562e-10,8.043866936738186e-10,8.041843500667503e-10,8.036905640463416e-10,8.03836560720222e-10,8.530312684207391e-10,8.527749388813911e-10,8.529927011962361e-10,8.524823728373845e-10,8.523694219513342e-10,8.523936066672116e-10,8.524470355480882e-10,8.124691333070195e-10,8.127539523061278e-10,8.13112309078908e-10,8.217446014329277e-10,8.23577622118451e-10,8.232833257136718e-10,8.228472162452922e-10,8.227240894587005e-10,7.985586707182267e-10,7.990523342187499e-10,7.990001867080827e-10,7.98964464039485e-10,8.529019878648204e-10,8.531620138721503e-10,8.537544936121391e-10,8.23140085014909e-10,8.21564464734494e-10,8.208552062300667e-10
541380,5.11980812853368e-09,3.911606462869901e-09,2.903727346995878e-09,2.826755350380889e-09,3.144315106384763e-09,3.01524229350807e-09,2.847288695075567e-09,2.782253555964324e-09,2.9637252247072746e-09,2.9399409268560733e-09,2.906396704044343e-09,2.8838851906175697e-09,2.88387207547003e-09,2.9083557711877255e-09,2.887360556212859e-09,2.874216039081649e-09,2.8622382206173875e-09,2.8614506661923563e-09,2.9367706306267573e-09,2.93294101746139e-09,2.9290821894986665e-09,2.9247387789722305e-09,2.9247805720621776e-09,2.9057303459383626e-09,2.9067991743394087e-09,2.905351646376856e-09,2.9036915344967146e-09,2.792355263414864e-09,2.7950810832525193e-09,2.7975266915526762e-09,2.9336489508855665e-09,2.936176269373593e-09,2.934258605690584e-09,2.9340280542552005e-09,2.882571310290378e-09,2.8773221657003306e-09,2.877801756252047e-09,2.8782407377054185e-09,2.8775519020608192e-09,2.8737608590449533e-09,2.8715027310362164e-09,2.8709157591574756e-09,2.8707833644057624e-09,2.870888848151337e-09,2.87095452854397e-09,2.8438625884649467e-09,2.847515292591177e-09,2.84822667552719e-09,2.797092461353568e-09,2.7966216983645435e-09,2.795097873941579e-09,2.7956310706441704e-09,2.9657615536826974e-09,2.9649126765039656e-09,2.96575739008301e-09,2.9640493104088997e-09,2.9636482010486244e-09,2.9637340747207832e-09,2.963937487980391e-09,2.8247946302198264e-09,2.8259771744202925e-09,2.827224214315513e-09,2.8581213795959086e-09,2.8643513267013926e-09,2.8634369043350377e-09,2.861960007532502e-09,2.861527637501954e-09,2.776902902041975e-09,2.7783778073099835e-09,2.7782239246269237e-09,2.7781131751608252e-09,2.9665495713870696e-09,2.9673818285325334e-09,2.9694139587413668e-09,2.8634034641117634e-09,2.858114769458854e-09,2.855686341495509e-09
541390,1.9209356609191391e-10,1.3913972560886807e-10,1.0085411077871386e-10,9.79687314297653e-11,1.0907907636284396e-10,1.0349774446144606e-10,9.718808020724162e-11,9.476563514123836e-11,1.0106769966376126e-10,9.998991492082893e-11,9.8730466444253e-11,9.789041576960552e-11,9.788992775296535e-11,9.88474247750693e-11,9.806563806688539e-11,9.757679974868897e-11,9.713012698773466e-11,9.710068877393214e-11,9.951784691561243e-11,9.938744493622835e-11,9.924745115954536e-11,9.908692173636593e-11,9.908884351254846e-11,9.855974065205994e-11,9.859546292032516e-11,9.853836533070735e-11,9.847632737872759e-11,9.459489469321574e-11,9.470435251184578e-11,9.479141011568404e-11,9.942342522014022e-11,9.948525823572874e-11,9.942053946532042e-11,9.941203269836136e-11,9.772715178530904e-11,9.758931359580339e-11,9.761138519639147e-11,9.762863720708455e-11,9.760266072686699e-11,9.739422892114276e-11,9.729983531049852e-11,9.72775796002491e-11,9.72718424635947e-11,9.727587346842865e-11,9.72787069264893e-11,9.643049933983439e-11,9.655418027521324e-11,9.657600725204849e-11,9.481106087893932e-11,9.480997625272664e-11,9.476673227912012e-11,9.478523534007967e-11,1.0050244670761138e-10,1.0047426716144747e-10,1.0050612352350562e-10,1.0045004648058173e-10,1.0043594928557052e-10,1.0043904722483523e-10,1.0044669397559564e-10,9.572049276703752e-11,9.576977836516839e-11,9.581166817890367e-11,9.690176527564155e-11,9.710555853676181e-11,9.708015096479871e-11,9.703069183321198e-11,9.701540497469004e-11,9.413332616860979e-11,9.41711868444194e-11,9.416925766662129e-11,9.416644382602506e-11,1.0058819012637734e-10,1.0061479965857391e-10,1.0068082627225144e-10,9.711638711948635e-11,9.694393878026897e-11,9.686330133905756e-11
541400,4.768248395331327e-11,3.282903525719253e-11,2.312430846617295e-11,2.240372567573111e-11,2.4972854835816897e-11,2.3424475886417055e-11,2.183805961694195e-11,2.1237181357620423e-11,2.268018520458644e-11,2.237377637254604e-11,2.205718038566625e-11,2.1849015427680582e-11,2.1848894868831285e-11,2.2092172128994382e-11,2.1902207961056396e-11,2.1780927019550036e-11,2.1670359740126866e-11,2.1663062384954295e-11,2.216926529119368e-11,2.2139574962862367e-11,2.210563932013855e-11,2.206605825507766e-11,2.2066604172482983e-11,2.1975724398832226e-11,2.1982321300777582e-11,2.1967941972761612e-11,2.195265457891396e-11,2.1059995177389125e-11,2.1088017108077458e-11,2.110814447808864e-11,2.214592946661014e-11,2.2155037741596983e-11,2.214104592336896e-11,2.2139125018117284e-11,2.1776540643242564e-11,2.1755055810531153e-11,2.1761913274179512e-11,2.176666462337341e-11,2.1760373696691785e-11,2.169428441306892e-11,2.166934761969783e-11,2.1663621199290042e-11,2.1661696483273367e-11,2.1662439739989286e-11,2.1663158170793565e-11,2.149281525135158e-11,2.152001910659254e-11,2.1524347466875248e-11,2.112222440808332e-11,2.1125062113870018e-11,2.1117758981377614e-11,2.1122127930041185e-11,2.238473203455997e-11,2.23789954232028e-11,2.2387084869965725e-11,2.2375367613158375e-11,2.2372118464763396e-11,2.237282629062729e-11,2.2374726835063912e-11,2.1318978745358238e-11,2.1332188254945833e-11,2.1341457905701784e-11,2.1595478533631098e-11,2.1638917742091995e-11,2.163461905750461e-11,2.1624042639919574e-11,2.162057133562717e-11,2.097226098806012e-11,2.0977627550464097e-11,2.0977657886912264e-11,2.097721763219878e-11,2.241984694222072e-11,2.2425097769835474e-11,2.2439330695426215e-11,2.1651488728892356e-11,2.1615390396389686e-11,2.1597944863474736e-11
